Suburb,Type,Price,Postcode,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,zipcode,airbnb_record_count,airbnb_price_mean
Moorabbin,h,1090000.0,3189.0,784.0,,,Kingston,-37.9368,145.0568,,,
Moorabbin,h,947500.0,3189.0,609.0,,,Kingston,-37.9416,145.058,,,
Moorabbin,h,836000.0,3189.0,695.0,,,Kingston,-37.9364,145.0559,,,
Moorabbin,h,1417250.0,3189.0,653.0,,,Kingston,-37.9418,145.0549,,,
Moorabbin,h,980000.0,3189.0,623.0,,,Kingston,-37.9404,145.046,,,
Moorabbin,h,1110000.0,3189.0,690.0,,,Kingston,-37.9386,145.0585,,,
Moorabbin,h,950000.0,3189.0,649.0,,,Kingston,-37.9424,145.0464,,,
Moorabbin,h,1140000.0,3189.0,318.0,,,Kingston,-37.9443,145.0448,,,
Moorabbin,t,750000.0,3189.0,164.0,,,Kingston,-37.9378,145.0385,,,
Moorabbin,u,931000.0,3189.0,313.0,,,Kingston,-37.9449,145.0459,,,
Moorabbin,h,1000000.0,3189.0,581.0,,,Kingston,-37.9382,145.0577,,,
Moorabbin,u,655000.0,3189.0,1202.0,,,Kingston,-37.9412,145.0465,,,
Moorabbin,h,1200000.0,3189.0,696.0,,,Kingston,-37.9398,145.0554,,,
Moorabbin,h,987000.0,3189.0,603.0,,,Kingston,-37.9404,145.0464,,,
Moorabbin,h,937000.0,3189.0,534.0,,,Kingston,-37.9426,145.0568,,,
Moorabbin,h,1426000.0,3189.0,720.0,,,Kingston,-37.9394,145.0408,,,
Moorabbin,h,1016000.0,3189.0,272.0,,,Kingston,-37.9443,145.0444,,,
Moorabbin,t,910000.0,3189.0,312.0,,,Kingston,-37.9412,145.0491,,,
Moorabbin,h,1385000.0,3189.0,807.0,,,Kingston,-37.9431,145.0407,,,
Moorabbin,t,785000.0,3189.0,169.0,,,Kingston,-37.9385,145.0397,,,
Moorabbin,h,901000.0,3189.0,558.0,,,Kingston,-37.9435,145.0522,,,
Moorabbin,h,1300000.0,3189.0,743.0,,,Kingston,-37.9362,145.0442,,,
Moorabbin,h,975000.0,3189.0,576.0,,,Kingston,-37.9363,145.0495,,,
Moorabbin,h,1070000.0,3189.0,603.0,,,Kingston,-37.9381,145.0534,,,
Moorabbin,u,639000.0,3189.0,83.0,,,Kingston,-37.9355,145.0485,,,
Moorabbin,u,605000.0,3189.0,180.0,,,Kingston,-37.9363,145.0564,,,
Moorabbin,h,960000.0,3189.0,593.0,,,Kingston,-37.9431,145.0484,,,
Moorabbin,h,725000.0,3189.0,374.0,,,Kingston,-37.939,145.0533,,,
Moorabbin,h,981000.0,3189.0,601.0,,,Kingston,-37.9361,145.0456,,,
Moorabbin,h,975000.0,3189.0,650.0,,,Kingston,-37.9378,145.0546,,,
Moorabbin,h,800000.0,3189.0,261.0,,,Kingston,-37.9429,145.0474,,,
Moorabbin,h,921000.0,3189.0,592.0,,,Kingston,-37.9407,145.0482,,,
Moorabbin,t,917000.0,3189.0,472.0,,,Kingston,-37.9387,145.0461,,,
Moorabbin,h,890000.0,3189.0,698.0,,,Kingston,-37.9369,145.0578,,,
Moorabbin,h,1008000.0,3189.0,,,,Kingston,-37.9354,145.0464,,,
Moorabbin,h,1191000.0,3189.0,756.0,,,Kingston,-37.94,145.0449,,,
Moorabbin,h,1130000.0,3189.0,638.0,,,Kingston,-37.9378,145.05700000000004,,,
Moorabbin,h,776000.0,3189.0,209.0,,,Kingston,-37.9389,145.0467,,,
Moorabbin,h,1035000.0,3189.0,688.0,,,Kingston,-37.9411,145.043,,,
Moorabbin,h,920000.0,3189.0,653.0,,,Kingston,-37.9392,145.0481,,,
Moorabbin,h,1160000.0,3189.0,588.0,,,Kingston,-37.9395,145.0477,,,
Moorabbin,h,825000.0,3189.0,538.0,,,Kingston,-37.9454,145.0507,,,
Moorabbin,t,800000.0,3189.0,0.0,,,Kingston,-37.9374,145.0542,,,
Moorabbin,u,240000.0,3189.0,0.0,,,Kingston,-37.9428,145.0584,,,
Moorabbin,t,1105000.0,3189.0,220.0,,,Kingston,-37.9387,145.0398,,,
Newport,h,1025000.0,3015.0,301.0,,,Hobsons Bay,-37.842,144.8902,,,
Newport,h,826000.0,3015.0,281.0,,,Hobsons Bay,-37.8457,144.8651,,,
Newport,h,900000.0,3015.0,194.0,,,Hobsons Bay,-37.8395,144.8787,,,
Newport,t,962000.0,3015.0,283.0,,,Hobsons Bay,-37.8477,144.8753,,,
Newport,h,800000.0,3015.0,244.0,,,Hobsons Bay,-37.846,144.8729,,,
Newport,h,785000.0,3015.0,0.0,,,Hobsons Bay,-37.8447,144.8654,,,
Newport,h,710000.0,3015.0,329.0,,,Hobsons Bay,-37.847,144.8788,,,
Newport,h,920000.0,3015.0,296.0,,,Hobsons Bay,-37.8395,144.8825,,,
Newport,h,940000.0,3015.0,379.0,,,Hobsons Bay,-37.8408,144.8893,,,
Newport,h,655800.0,3015.0,178.0,,,Hobsons Bay,-37.8416,144.8651,,,
Newport,h,1082000.0,3015.0,233.0,,,Hobsons Bay,-37.841,144.8874,,,
Newport,h,1210000.0,3015.0,546.0,,,Hobsons Bay,-37.8414,144.892,,,
Newport,h,880000.0,3015.0,557.0,,,Hobsons Bay,-37.834,144.8668,,,
Newport,u,335000.0,3015.0,0.0,,,Hobsons Bay,-37.8413,144.8741,,,
Newport,h,1260000.0,3015.0,757.0,,,Hobsons Bay,-37.8411,144.889,,,
Newport,h,1400000.0,3015.0,,,,Hobsons Bay,-37.8462,144.8944,,,
Newport,h,995000.0,3015.0,316.0,,,Hobsons Bay,-37.849,144.8907,,,
Newport,h,1380000.0,3015.0,766.0,,,Hobsons Bay,-37.839,144.8765,,,
Newport,h,1220000.0,3015.0,311.0,,,Hobsons Bay,-37.85,144.8914,,,
Newport,h,785000.0,3015.0,185.0,,,Hobsons Bay,-37.8447,144.8734,,,
Newport,h,962000.0,3015.0,402.0,,,Hobsons Bay,-37.8446,144.8796,,,
Newport,h,860000.0,3015.0,217.0,,,Hobsons Bay,-37.8344,144.8764,,,
Newport,h,1220000.0,3015.0,681.0,,,Hobsons Bay,-37.8426,144.8731,,,
Newport,h,930000.0,3015.0,307.0,,,Hobsons Bay,-37.8389,144.8779,,,
Newport,h,930000.0,3015.0,343.0,,,Hobsons Bay,-37.8432,144.8764,,,
Newport,h,800000.0,3015.0,0.0,,,Hobsons Bay,-37.8352,144.8661,,,
Newport,h,1305000.0,3015.0,357.0,,,Hobsons Bay,-37.8459,144.8877,,,
Newport,h,1060000.0,3015.0,600.0,,,Hobsons Bay,-37.8472,144.8707,,,
Newport,u,485000.0,3015.0,0.0,,,Hobsons Bay,-37.8421,144.8821,,,
Newport,h,950000.0,3015.0,224.0,,,Hobsons Bay,-37.8364,144.8769,,,
Newport,h,910000.0,3015.0,264.0,,,Hobsons Bay,-37.8469,144.8872,,,
Newport,h,810000.0,3015.0,390.0,,,Hobsons Bay,-37.847,144.8734,,,
Newport,h,776000.0,3015.0,363.0,,,Hobsons Bay,-37.8476,144.8673,,,
Newport,h,1002500.0,3015.0,501.0,,,Hobsons Bay,-37.8356,144.8785,,,
Newport,h,807500.0,3015.0,647.0,,,Hobsons Bay,-37.8481,144.8666,,,
Newport,h,1120000.0,3015.0,574.0,,,Hobsons Bay,-37.8414,144.8922,,,
Newport,h,950000.0,3015.0,281.0,,,Hobsons Bay,-37.8431,144.8845,,,
Newport,h,1620000.0,3015.0,425.0,,,Hobsons Bay,-37.8456,144.8741,,,
Newport,h,923000.0,3015.0,221.0,,,Hobsons Bay,-37.8415,144.8852,,,
Newport,h,1030000.0,3015.0,470.0,,,Hobsons Bay,-37.8471,144.8769,,,
Newport,h,1046000.0,3015.0,284.0,,,Hobsons Bay,-37.8446,144.8861,,,
Newport,h,716000.0,3015.0,268.0,,,Hobsons Bay,-37.8472,144.8754,,,
Newport,h,740000.0,3015.0,213.0,,,Hobsons Bay,-37.8441,144.8805,,,
Newport,h,970000.0,3015.0,619.0,,,Hobsons Bay,-37.839,144.8854,,,
Newport,t,735000.0,3015.0,0.0,,,Hobsons Bay,-37.8436,144.8691,,,
Newport,h,762000.0,3015.0,451.0,,,Hobsons Bay,-37.8349,144.8714,,,
Newport,u,485000.0,3015.0,0.0,,,Hobsons Bay,-37.8413,144.8741,,,
Newport,h,950000.0,3015.0,453.0,,,Hobsons Bay,-37.8414,144.8707,,,
Newport,h,1280000.0,3015.0,458.0,,,Hobsons Bay,-37.8427,144.879,,,
Newport,h,1040000.0,3015.0,299.0,,,Hobsons Bay,-37.8477,144.8706,,,
Newport,h,922000.0,3015.0,301.0,,,Hobsons Bay,-37.8472,144.8907,,,
Newport,h,,3015.0,803.0,,,Hobsons Bay,-37.8463,144.8935,,,
Newport,h,1115000.0,3015.0,0.0,,,Hobsons Bay,-37.8423,144.8795,,,
Newport,h,1675000.0,3015.0,575.0,,,Hobsons Bay,-37.8468,144.8912,,,
Newport,h,1176000.0,3015.0,767.0,,,Hobsons Bay,-37.8466,144.8636,,,
Newport,h,1265000.0,3015.0,774.0,,,Hobsons Bay,-37.8366,144.8758,,,
Newport,h,801000.0,3015.0,343.0,,,Hobsons Bay,-37.8414,144.8752,,,
Newport,h,1185000.0,3015.0,771.0,,,Hobsons Bay,-37.8439,144.8715,,,
Newport,t,770000.0,3015.0,224.0,,,Hobsons Bay,-37.8424,144.8653,,,
Newport,h,1200000.0,3015.0,288.0,,,Hobsons Bay,-37.8426,144.89,,,
Newport,h,993000.0,3015.0,348.0,,,Hobsons Bay,-37.8435,144.8788,,,
Newport,h,901000.0,3015.0,557.0,,,Hobsons Bay,-37.8378,144.8657,,,
Newport,h,650000.0,3015.0,149.0,,,Hobsons Bay,-37.8491,144.8903,,,
Newport,h,891500.0,3015.0,344.0,,,Hobsons Bay,-37.8424,144.8754,,,
Newport,h,,3015.0,757.0,,,Hobsons Bay,-37.849,144.8947,,,
Newport,h,805000.0,3015.0,322.0,,,Hobsons Bay,-37.8422,144.8784,,,
Newport,h,680000.0,3015.0,229.0,,,Hobsons Bay,-37.8368,144.8768,,,
Newport,t,827500.0,3015.0,221.0,,,Hobsons Bay,-37.8424,144.8653,,,
Newport,h,793000.0,3015.0,144.0,,,Hobsons Bay,-37.845,144.8873,,,
Newport,h,988000.0,3015.0,450.0,,,Hobsons Bay,-37.84,144.887,,,
Newport,t,747000.0,3015.0,753.0,,,Hobsons Bay,-37.8413,144.8741,,,
Newport,h,910000.0,3015.0,531.0,,,Hobsons Bay,-37.8409,144.8663,,,
Newport,h,896000.0,3015.0,297.0,,,Hobsons Bay,-37.8501,144.8931,,,
Newport,h,890000.0,3015.0,168.0,,,Hobsons Bay,-37.8475,144.8897,,,
Newport,h,1199000.0,3015.0,506.0,,,Hobsons Bay,-37.841,144.8878,,,
Newport,h,1100000.0,3015.0,293.0,,,Hobsons Bay,-37.8446,144.8859,,,
Newport,h,2015000.0,3015.0,1017.0,,,Hobsons Bay,-37.8366,144.8769,,,
Newport,t,930000.0,3015.0,278.0,,,Hobsons Bay,-37.8468,144.874,,,
Newport,h,1151000.0,3015.0,571.0,,,Hobsons Bay,-37.8417,144.8896,,,
Newport,t,820000.0,3015.0,753.0,,,Hobsons Bay,-37.8413,144.8741,,,
Newport,u,670000.0,3015.0,190.0,,,Hobsons Bay,-37.8433,144.8725,,,
Newport,h,1040000.0,3015.0,595.0,,,Hobsons Bay,-37.8394,144.8669,,,
Newport,h,1316000.0,3015.0,539.0,,,Hobsons Bay,-37.8366,144.8773,,,
Newport,h,816000.0,3015.0,315.0,,,Hobsons Bay,-37.8465,144.8714,,,
Newport,h,945000.0,3015.0,487.0,,,Hobsons Bay,-37.8438,144.8806,,,
Newport,h,643700.0,3015.0,129.0,,,Hobsons Bay,-37.8491,144.8903,,,
Newport,h,760000.0,3015.0,255.0,,,Hobsons Bay,-37.8469,144.8766,,,
Newport,h,881000.0,3015.0,663.0,,,Hobsons Bay,-37.8385,144.8824,,,
Newport,h,900000.0,3015.0,360.0,,,Hobsons Bay,-37.835,144.8814,,,
Niddrie,t,830000.0,3042.0,303.0,,,Moonee Valley,-37.742,144.8885,,,
Niddrie,h,780000.0,3042.0,274.0,,,Moonee Valley,-37.7353,144.8907,,,
Niddrie,h,1020000.0,3042.0,650.0,,,Moonee Valley,-37.7423,144.8905,,,
Niddrie,h,1330000.0,3042.0,846.0,,,Moonee Valley,-37.7467,144.8872,,,
Niddrie,h,1126000.0,3042.0,650.0,,,Moonee Valley,-37.7429,144.888,,,
Niddrie,h,1235000.0,3042.0,0.0,,,Moonee Valley,-37.7473,144.8897,,,
Niddrie,u,457000.0,3042.0,0.0,,,Moonee Valley,-37.7467,144.8906,,,
Niddrie,u,660000.0,3042.0,217.0,,,Moonee Valley,-37.7465,144.8868,,,
Niddrie,t,770000.0,3042.0,313.0,,,Moonee Valley,-37.7335,144.8788,,,
Niddrie,h,895500.0,3042.0,347.0,,,Moonee Valley,-37.7413,144.8871,,,
Niddrie,h,1350000.0,3042.0,747.0,,,Moonee Valley,-37.7387,144.8827,,,
Niddrie,t,820000.0,3042.0,229.0,,,Moonee Valley,-37.7462,144.8873,,,
Niddrie,t,617500.0,3042.0,237.0,,,Moonee Valley,-37.74,144.8851,,,
Niddrie,u,490000.0,3042.0,142.0,,,Moonee Valley,-37.7415,144.8914,,,
Niddrie,u,800000.0,3042.0,0.0,,,Moonee Valley,-37.7452,144.8895,,,
Niddrie,h,991000.0,3042.0,716.0,,,Moonee Valley,-37.7368,144.8856,,,
Niddrie,u,970000.0,3042.0,320.0,,,Moonee Valley,-37.7377,144.888,,,
Niddrie,h,657000.0,3042.0,268.0,,,Moonee Valley,-37.7343,144.8783,,,
Niddrie,h,710000.0,3042.0,317.0,,,Moonee Valley,-37.7449,144.8869,,,
Niddrie,h,840000.0,3042.0,603.0,,,Moonee Valley,-37.7484,144.8892,,,
Niddrie,h,975000.0,3042.0,822.0,,,Moonee Valley,-37.7379,144.8854,,,
Niddrie,u,600000.0,3042.0,164.0,,,Moonee Valley,-37.7479,144.8868,,,
Niddrie,h,875000.0,3042.0,321.0,,,Moonee Valley,-37.7424,144.8851,,,
Niddrie,h,785000.0,3042.0,620.0,,,Moonee Valley,-37.7321,144.8771,,,
Niddrie,t,840000.0,3042.0,374.0,,,Moonee Valley,-37.7445,144.8834,,,
Niddrie,h,1076000.0,3042.0,654.0,,,Moonee Valley,-37.7412,144.8888,,,
Niddrie,h,850000.0,3042.0,641.0,,,Moonee Valley,-37.7317,144.8751,,,
Niddrie,h,1400000.0,3042.0,650.0,,,Moonee Valley,-37.7391,144.8875,,,
Niddrie,h,1080000.0,3042.0,539.0,,,Moonee Valley,-37.7444,144.8847,,,
Niddrie,h,1065000.0,3042.0,653.0,,,Moonee Valley,-37.734,144.8785,,,
Niddrie,h,773000.0,3042.0,403.0,,,Moonee Valley,-37.7324,144.8765,,,
Niddrie,u,700000.0,3042.0,202.0,,,Moonee Valley,-37.7389,144.887,,,
Niddrie,u,760000.0,3042.0,198.0,,,Moonee Valley,-37.7357,144.8908,,,
Niddrie,h,1190000.0,3042.0,650.0,,,Moonee Valley,-37.7378,144.8893,,,
Niddrie,h,1015000.0,3042.0,643.0,,,Moonee Valley,-37.736,144.8839,,,
Niddrie,h,875000.0,3042.0,656.0,,,Moonee Valley,-37.738,144.8816,,,
Niddrie,h,1020000.0,3042.0,650.0,,,Moonee Valley,-37.7352,144.8845,,,
Niddrie,u,773000.0,3042.0,275.0,,,Moonee Valley,-37.7383,144.8898,,,
Niddrie,u,522500.0,3042.0,167.0,,,Moonee Valley,-37.7328,144.8764,,,
Niddrie,h,1100000.0,3042.0,655.0,,,Moonee Valley,-37.7459,144.8906,,,
Niddrie,h,1007000.0,3042.0,646.0,,,Moonee Valley,-37.7433,144.891,,,
Niddrie,h,1245000.0,3042.0,0.0,,,Moonee Valley,-37.7386,144.8902,,,
Niddrie,h,1155000.0,3042.0,653.0,,,Moonee Valley,-37.7396,144.8887,,,
Niddrie,u,746000.0,3042.0,256.0,,,Moonee Valley,-37.741,144.8901,,,
Niddrie,h,1160000.0,3042.0,424.0,,,Moonee Valley,-37.74800000000001,144.8873,,,
Niddrie,h,1105000.0,3042.0,643.0,,,Moonee Valley,-37.7449,144.8899,,,
Niddrie,u,591000.0,3042.0,269.0,,,Moonee Valley,-37.74,144.8851,,,
Niddrie,h,960000.0,3042.0,645.0,,,Moonee Valley,-37.736,144.8809,,,
Niddrie,u,815000.0,3042.0,203.0,,,Moonee Valley,-37.7465,144.8867,,,
North Melbourne,h,,3051.0,310.0,,,Melbourne,-37.7958,144.944,3051.0,338.0,112.23372781065089
North Melbourne,h,1635000.0,3051.0,517.0,,,Melbourne,-37.7967,144.9472,3051.0,338.0,112.23372781065089
North Melbourne,u,491000.0,3051.0,0.0,,,Melbourne,-37.8044,144.9566,3051.0,338.0,112.23372781065089
North Melbourne,u,540000.0,3051.0,0.0,,,Melbourne,-37.7994,144.9464,3051.0,338.0,112.23372781065089
North Melbourne,u,340000.0,3051.0,0.0,,,Melbourne,-37.7916,144.9443,3051.0,338.0,112.23372781065089
North Melbourne,u,726000.0,3051.0,0.0,,,Melbourne,-37.7936,144.9426,3051.0,338.0,112.23372781065089
North Melbourne,h,1340000.0,3051.0,83.0,,,Melbourne,-37.7987,144.9497,3051.0,338.0,112.23372781065089
North Melbourne,t,1105000.0,3051.0,88.0,,,Melbourne,-37.8018,144.9429,3051.0,338.0,112.23372781065089
North Melbourne,t,841000.0,3051.0,215.0,,,Melbourne,-37.7953,144.9437,3051.0,338.0,112.23372781065089
North Melbourne,u,528500.0,3051.0,0.0,,,Melbourne,-37.7988,144.9475,3051.0,338.0,112.23372781065089
North Melbourne,u,585000.0,3051.0,0.0,,,Melbourne,-37.802,144.951,3051.0,338.0,112.23372781065089
North Melbourne,u,645000.0,3051.0,0.0,,,Melbourne,-37.8055,144.9547,3051.0,338.0,112.23372781065089
North Melbourne,u,410000.0,3051.0,1045.0,,,Melbourne,-37.802,144.9516,3051.0,338.0,112.23372781065089
North Melbourne,u,550000.0,3051.0,0.0,,,Melbourne,-37.7955,144.9492,3051.0,338.0,112.23372781065089
North Melbourne,u,470000.0,3051.0,0.0,,,Melbourne,-37.7988,144.9478,3051.0,338.0,112.23372781065089
North Melbourne,u,470000.0,3051.0,0.0,,,Melbourne,-37.8044,144.9566,3051.0,338.0,112.23372781065089
North Melbourne,u,475000.0,3051.0,0.0,,,Melbourne,-37.7988,144.9475,3051.0,338.0,112.23372781065089
North Melbourne,u,640000.0,3051.0,0.0,,,Melbourne,-37.802,144.9459,3051.0,338.0,112.23372781065089
North Melbourne,h,1330000.0,3051.0,246.0,,,Melbourne,-37.7914,144.9439,3051.0,338.0,112.23372781065089
North Melbourne,u,720000.0,3051.0,0.0,,,Melbourne,-37.8015,144.9526,3051.0,338.0,112.23372781065089
North Melbourne,t,888000.0,3051.0,0.0,,,Melbourne,-37.8016,144.9486,3051.0,338.0,112.23372781065089
North Melbourne,h,1325000.0,3051.0,97.0,,,Melbourne,-37.8014,144.94899999999996,3051.0,338.0,112.23372781065089
North Melbourne,u,368000.0,3051.0,0.0,,,Melbourne,-37.8,144.9542,3051.0,338.0,112.23372781065089
North Melbourne,t,1300000.0,3051.0,67.0,,,Melbourne,-37.804,144.9441,3051.0,338.0,112.23372781065089
North Melbourne,u,450000.0,3051.0,,,,Melbourne,-37.7988,144.9478,3051.0,338.0,112.23372781065089
North Melbourne,h,1385000.0,3051.0,118.0,,,Melbourne,-37.7976,144.944,3051.0,338.0,112.23372781065089
North Melbourne,h,990000.0,3051.0,584.0,,,Melbourne,-37.8016,144.9508,3051.0,338.0,112.23372781065089
North Melbourne,u,440000.0,3051.0,0.0,,,Melbourne,-37.8004,144.9465,3051.0,338.0,112.23372781065089
North Melbourne,u,606000.0,3051.0,0.0,,,Melbourne,-37.8022,144.9439,3051.0,338.0,112.23372781065089
North Melbourne,u,450000.0,3051.0,0.0,,,Melbourne,-37.802,144.9516,3051.0,338.0,112.23372781065089
North Melbourne,h,1470000.0,3051.0,232.0,,,Melbourne,-37.7977,144.9512,3051.0,338.0,112.23372781065089
North Melbourne,u,591500.0,3051.0,0.0,,,Melbourne,-37.8004,144.9465,3051.0,338.0,112.23372781065089
North Melbourne,t,1300000.0,3051.0,0.0,,,Melbourne,-37.8029,144.9452,3051.0,338.0,112.23372781065089
North Melbourne,h,1010000.0,3051.0,109.0,,,Melbourne,-37.795,144.942,3051.0,338.0,112.23372781065089
North Melbourne,h,1266000.0,3051.0,161.0,,,Melbourne,-37.8043,144.9437,3051.0,338.0,112.23372781065089
North Melbourne,u,620000.0,3051.0,0.0,,,Melbourne,-37.8004,144.9544,3051.0,338.0,112.23372781065089
North Melbourne,u,540000.0,3051.0,0.0,,,Melbourne,-37.7981,144.9461,3051.0,338.0,112.23372781065089
North Melbourne,h,1200000.0,3051.0,146.0,,,Melbourne,-37.7959,144.9464,3051.0,338.0,112.23372781065089
North Melbourne,u,630000.0,3051.0,0.0,,,Melbourne,-37.8055,144.9547,3051.0,338.0,112.23372781065089
North Melbourne,u,560000.0,3051.0,,,,Melbourne,-37.7997,144.9472,3051.0,338.0,112.23372781065089
North Melbourne,h,800000.0,3051.0,55.0,,,Melbourne,-37.8014,144.9488,3051.0,338.0,112.23372781065089
North Melbourne,u,665500.0,3051.0,0.0,,,Melbourne,-37.8009,144.9471,3051.0,338.0,112.23372781065089
North Melbourne,u,550055.0,3051.0,1004.0,,,Melbourne,-37.7926,144.9441,3051.0,338.0,112.23372781065089
North Melbourne,u,358000.0,3051.0,649.0,,,Melbourne,-37.7971,144.9448,3051.0,338.0,112.23372781065089
North Melbourne,u,320000.0,3051.0,0.0,,,Melbourne,-37.7955,144.9492,3051.0,338.0,112.23372781065089
North Melbourne,t,1000000.0,3051.0,61.0,,,Melbourne,-37.8039,144.9424,3051.0,338.0,112.23372781065089
North Melbourne,u,598000.0,3051.0,0.0,,,Melbourne,-37.8044,144.9566,3051.0,338.0,112.23372781065089
North Melbourne,u,950000.0,3051.0,0.0,,,Melbourne,-37.802,144.951,3051.0,338.0,112.23372781065089
North Melbourne,t,1065000.0,3051.0,64.0,,,Melbourne,-37.7994,144.9521,3051.0,338.0,112.23372781065089
North Melbourne,h,885000.0,3051.0,111.0,,,Melbourne,-37.8044,144.9481,3051.0,338.0,112.23372781065089
North Melbourne,u,587134.0,3051.0,0.0,,,Melbourne,-37.7976,144.9454,3051.0,338.0,112.23372781065089
Northcote,h,1286000.0,3070.0,245.0,,,Darebin,-37.7662,145.0096,3070.0,284.0,113.28169014084507
Northcote,h,1200000.0,3070.0,215.0,,,Darebin,-37.7759,144.9909,3070.0,284.0,113.28169014084507
Northcote,h,1382500.0,3070.0,286.0,,,Darebin,-37.7708,145.0054,3070.0,284.0,113.28169014084507
Northcote,u,630000.0,3070.0,0.0,,,Darebin,-37.7679,144.9994,3070.0,284.0,113.28169014084507
Northcote,h,1600000.0,3070.0,464.0,,,Darebin,-37.7805,145.004,3070.0,284.0,113.28169014084507
Northcote,h,1310000.0,3070.0,267.0,,,Darebin,-37.7744,145.0033,3070.0,284.0,113.28169014084507
Northcote,h,1035000.0,3070.0,140.0,,,Darebin,-37.7709,144.9964,3070.0,284.0,113.28169014084507
Northcote,h,1980000.0,3070.0,613.0,,,Darebin,-37.7664,145.0121,3070.0,284.0,113.28169014084507
Northcote,u,592000.0,3070.0,0.0,,,Darebin,-37.7828,145.0096,3070.0,284.0,113.28169014084507
Northcote,h,1335000.0,3070.0,520.0,,,Darebin,-37.7683,145.0156,3070.0,284.0,113.28169014084507
Northcote,h,1710000.0,3070.0,247.0,,,Darebin,-37.7798,144.9952,3070.0,284.0,113.28169014084507
Northcote,h,1590000.0,3070.0,484.0,,,Darebin,-37.7672,145.0095,3070.0,284.0,113.28169014084507
Northcote,h,2000000.0,3070.0,772.0,,,Darebin,-37.7813,145.0065,3070.0,284.0,113.28169014084507
Northcote,u,583000.0,3070.0,0.0,,,Darebin,-37.7793,144.9972,3070.0,284.0,113.28169014084507
Northcote,u,418000.0,3070.0,,,,Darebin,-37.768,144.9895,3070.0,284.0,113.28169014084507
Northcote,h,860000.0,3070.0,213.0,,,Darebin,-37.766,145.0039,3070.0,284.0,113.28169014084507
Northcote,t,650000.0,3070.0,55.0,,,Darebin,-37.7627,144.9898,3070.0,284.0,113.28169014084507
Northcote,h,1700000.0,3070.0,415.0,,,Darebin,-37.7807,144.9948,3070.0,284.0,113.28169014084507
Northcote,h,1575000.0,3070.0,607.0,,,Darebin,-37.7668,145.0149,3070.0,284.0,113.28169014084507
Northcote,h,950000.0,3070.0,191.0,,,Darebin,-37.7715,144.9951,3070.0,284.0,113.28169014084507
Northcote,h,1655000.0,3070.0,472.0,,,Darebin,-37.7765,145.0027,3070.0,284.0,113.28169014084507
Northcote,h,1950000.0,3070.0,608.0,,,Darebin,-37.7731,144.9967,3070.0,284.0,113.28169014084507
Northcote,h,905000.0,3070.0,314.0,,,Darebin,-37.76300000000001,144.9978,3070.0,284.0,113.28169014084507
Northcote,h,1255000.0,3070.0,259.0,,,Darebin,-37.7687,144.9922,3070.0,284.0,113.28169014084507
Northcote,u,601000.0,3070.0,0.0,,,Darebin,-37.7765,144.996,3070.0,284.0,113.28169014084507
Northcote,h,1020000.0,3070.0,347.0,,,Darebin,-37.76300000000001,144.9886,3070.0,284.0,113.28169014084507
Northcote,u,435000.0,3070.0,0.0,,,Darebin,-37.7842,144.9991,3070.0,284.0,113.28169014084507
Northcote,h,790000.0,3070.0,136.0,,,Darebin,-37.7651,145.0027,3070.0,284.0,113.28169014084507
Northcote,h,990000.0,3070.0,497.0,,,Darebin,-37.7739,145.0114,3070.0,284.0,113.28169014084507
Northcote,u,605000.0,3070.0,0.0,,,Darebin,-37.7828,145.0096,3070.0,284.0,113.28169014084507
Northcote,h,,3070.0,440.0,,,Darebin,-37.7852,144.9975,3070.0,284.0,113.28169014084507
Northcote,u,385000.0,3070.0,0.0,,,Darebin,-37.7827,144.9999,3070.0,284.0,113.28169014084507
Northcote,h,900000.0,3070.0,367.0,,,Darebin,-37.7704,145.0067,3070.0,284.0,113.28169014084507
Northcote,h,1340000.0,3070.0,0.0,,,Darebin,-37.76300000000001,144.9966,3070.0,284.0,113.28169014084507
Northcote,h,1300000.0,3070.0,379.0,,,Darebin,-37.7741,145.0109,3070.0,284.0,113.28169014084507
Northcote,h,1310000.0,3070.0,282.0,,,Darebin,-37.7709,145.0057,3070.0,284.0,113.28169014084507
Northcote,h,1112000.0,3070.0,238.0,,,Darebin,-37.7732,144.9957,3070.0,284.0,113.28169014084507
Northcote,h,910000.0,3070.0,229.0,,,Darebin,-37.7681,144.9877,3070.0,284.0,113.28169014084507
Northcote,t,830000.0,3070.0,55.0,,,Darebin,-37.7626,144.9898,3070.0,284.0,113.28169014084507
Northcote,h,2100000.0,3070.0,0.0,,,Darebin,-37.7736,145.0004,3070.0,284.0,113.28169014084507
Northcote,h,1190000.0,3070.0,445.0,,,Darebin,-37.7652,145.0123,3070.0,284.0,113.28169014084507
Northcote,t,865000.0,3070.0,184.0,,,Darebin,-37.7825,145.0104,3070.0,284.0,113.28169014084507
Northcote,h,2175000.0,3070.0,573.0,,,Darebin,-37.7707,144.9924,3070.0,284.0,113.28169014084507
Northcote,h,1085000.0,3070.0,610.0,,,Darebin,-37.7704,145.0066,3070.0,284.0,113.28169014084507
Northcote,u,312000.0,3070.0,0.0,,,Darebin,-37.7783,144.9954,3070.0,284.0,113.28169014084507
Northcote,u,320000.0,3070.0,0.0,,,Darebin,-37.7827,144.9999,3070.0,284.0,113.28169014084507
Northcote,h,890000.0,3070.0,225.0,,,Darebin,-37.7663,145.0009,3070.0,284.0,113.28169014084507
