Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,zipcode,airbnb_record_count,airbnb_price_mean
Coburg,,,h,700000.0,,,,,3058.0,,,,138.0,Moreland,-37.7406,144.9555,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1130000.0,,,,,3058.0,,,,206.0,Moreland,-37.7382,144.9563,,,3058.0,133.0,103.10526315789474
Coburg,,,h,835000.0,,,,,3058.0,,,,385.0,Moreland,-37.7376,144.9638,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1075000.0,,,,,3058.0,,,,531.0,Moreland,-37.7473,144.9528,,,3058.0,133.0,103.10526315789474
Coburg,,,h,845000.0,,,,,3058.0,,,,221.0,Moreland,-37.74800000000001,144.9603,,,3058.0,133.0,103.10526315789474
Coburg,,,t,600000.0,,,,,3058.0,,,,102.0,Moreland,-37.736,144.9665,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1461000.0,,,,,3058.0,,,,571.0,Moreland,-37.7535,144.9779,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1150000.0,,,,,3058.0,,,,43.0,Moreland,-37.7456,144.9469,,,3058.0,133.0,103.10526315789474
Coburg,,,u,515000.0,,,,,3058.0,,,,0.0,Moreland,-37.7474,144.9608,,,3058.0,133.0,103.10526315789474
Coburg,,,h,770000.0,,,,,3058.0,,,,408.0,Moreland,-37.7366,144.9564,,,3058.0,133.0,103.10526315789474
Coburg,,,h,472000.0,,,,,3058.0,,,,500.0,Moreland,-37.747,144.9515,,,3058.0,133.0,103.10526315789474
Coburg,,,h,901000.0,,,,,3058.0,,,,545.0,Moreland,-37.7445,144.9471,,,3058.0,133.0,103.10526315789474
Coburg,,,h,642000.0,,,,,3058.0,,,,167.0,Moreland,-37.7477,144.9647,,,3058.0,133.0,103.10526315789474
Coburg,,,h,605000.0,,,,,3058.0,,,,0.0,Moreland,-37.7519,144.9721,,,3058.0,133.0,103.10526315789474
Coburg,,,t,687000.0,,,,,3058.0,,,,116.0,Moreland,-37.7454,144.9487,,,3058.0,133.0,103.10526315789474
Coburg,,,h,975000.0,,,,,3058.0,,,,307.0,Moreland,-37.74800000000001,144.9602,,,3058.0,133.0,103.10526315789474
Coburg,,,h,985000.0,,,,,3058.0,,,,309.0,Moreland,-37.7434,144.9697,,,3058.0,133.0,103.10526315789474
Coburg,,,h,835000.0,,,,,3058.0,,,,459.0,Moreland,-37.7388,144.9529,,,3058.0,133.0,103.10526315789474
Coburg,,,h,951000.0,,,,,3058.0,,,,342.0,Moreland,-37.743,144.95600000000005,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1370000.0,,,,,3058.0,,,,563.0,Moreland,-37.7493,144.97799999999995,,,3058.0,133.0,103.10526315789474
Coburg,,,h,700000.0,,,,,3058.0,,,,381.0,Moreland,-37.74,144.9516,,,3058.0,133.0,103.10526315789474
Coburg,,,t,810000.0,,,,,3058.0,,,,213.0,Moreland,-37.7461,144.9584,,,3058.0,133.0,103.10526315789474
Coburg,,,u,445000.0,,,,,3058.0,,,,0.0,Moreland,-37.7336,144.9597,,,3058.0,133.0,103.10526315789474
Coburg,,,h,838000.0,,,,,3058.0,,,,576.0,Moreland,-37.7369,144.9637,,,3058.0,133.0,103.10526315789474
Coburg,,,h,810000.0,,,,,3058.0,,,,370.0,Moreland,-37.7489,144.9598,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1150000.0,,,,,3058.0,,,,633.0,Moreland,-37.7531,144.9504,,,3058.0,133.0,103.10526315789474
Coburg,,,h,931000.0,,,,,3058.0,,,,412.0,Moreland,-37.7432,144.9768,,,3058.0,133.0,103.10526315789474
Coburg,,,u,241000.0,,,,,3058.0,,,,0.0,Moreland,-37.7463,144.9635,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1331000.0,,,,,3058.0,,,,394.0,Moreland,-37.7534,144.9679,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1007000.0,,,,,3058.0,,,,807.0,Moreland,-37.7373,144.9825,,,3058.0,133.0,103.10526315789474
Coburg,,,h,981000.0,,,,,3058.0,,,,263.0,Moreland,-37.7493,144.97,,,3058.0,133.0,103.10526315789474
Coburg,,,t,570000.0,,,,,3058.0,,,,0.0,Moreland,-37.7367,144.9701,,,3058.0,133.0,103.10526315789474
Coburg,,,h,500000.0,,,,,3058.0,,,,113.0,Moreland,-37.7424,144.961,,,3058.0,133.0,103.10526315789474
Coburg,,,h,830000.0,,,,,3058.0,,,,559.0,Moreland,-37.7384,144.9617,,,3058.0,133.0,103.10526315789474
Coburg,,,h,1194500.0,,,,,3058.0,,,,537.0,Moreland,-37.7443,144.9494,,,3058.0,133.0,103.10526315789474
Coburg,,,u,425000.0,,,,,3058.0,,,,0.0,Moreland,-37.7363,144.9723,,,3058.0,133.0,103.10526315789474
Coburg,,,h,645000.0,,,,,3058.0,,,,702.0,Moreland,-37.7517,144.9795,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,895000.0,,,,,3058.0,,,,661.0,Moreland,-37.7246,144.9828,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,655000.0,,,,,3058.0,,,,404.0,Moreland,-37.7305,144.9803,,,3058.0,133.0,103.10526315789474
Coburg North,,,t,631000.0,,,,,3058.0,,,,178.0,Moreland,-37.7297,144.9645,,,3058.0,133.0,103.10526315789474
Coburg North,,,t,600000.0,,,,,3058.0,,,,145.0,Moreland,-37.7295,144.9641,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,820000.0,,,,,3058.0,,,,498.0,Moreland,-37.7329,144.9721,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,715000.0,,,,,3058.0,,,,173.0,Moreland,-37.7308,144.9832,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,735000.0,,,,,3058.0,,,,427.0,Moreland,-37.7303,144.9773,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,864000.0,,,,,3058.0,,,,565.0,Moreland,-37.7283,144.969,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,700000.0,,,,,3058.0,,,,626.0,Moreland,-37.7201,144.9696,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,735000.0,,,,,3058.0,,,,302.0,Moreland,-37.7271,144.9842,,,3058.0,133.0,103.10526315789474
Coburg North,,,t,591000.0,,,,,3058.0,,,,0.0,Moreland,-37.721,144.9527,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,860000.0,,,,,3058.0,,,,586.0,Moreland,-37.7205,144.9659,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,765000.0,,,,,3058.0,,,,563.0,Moreland,-37.723,144.96,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,625000.0,,,,,3058.0,,,,104.0,Moreland,-37.7307,144.9826,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,745000.0,,,,,3058.0,,,,526.0,Moreland,-37.732,144.9832,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,1050000.0,,,,,3058.0,,,,501.0,Moreland,-37.7266,144.9823,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,782000.0,,,,,3058.0,,,,576.0,Moreland,-37.7269,144.9654,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,935000.0,,,,,3058.0,,,,833.0,Moreland,-37.7297,144.9654,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,1009000.0,,,,,3058.0,,,,590.0,Moreland,-37.7197,144.9585,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,820000.0,,,,,3058.0,,,,629.0,Moreland,-37.7276,144.9688,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,780000.0,,,,,3058.0,,,,307.0,Moreland,-37.7215,144.9533,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,707000.0,,,,,3058.0,,,,556.0,Moreland,-37.7305,144.9605,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,772000.0,,,,,3058.0,,,,367.0,Moreland,-37.728,144.963,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,745000.0,,,,,3058.0,,,,473.0,Moreland,-37.7316,144.9789,,,3058.0,133.0,103.10526315789474
Coburg North,,,u,532500.0,,,,,3058.0,,,,168.0,Moreland,-37.73,144.9629,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,750000.0,,,,,3058.0,,,,310.0,Moreland,-37.7305,144.9809,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,815000.0,,,,,3058.0,,,,376.0,Moreland,-37.7295,144.982,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,637000.0,,,,,3058.0,,,,498.0,Moreland,-37.7323,144.9833,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,950000.0,,,,,3058.0,,,,298.0,Moreland,-37.7308,144.9836,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,780000.0,,,,,3058.0,,,,677.0,Moreland,-37.7297,144.9648,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,860000.0,,,,,3058.0,,,,472.0,Moreland,-37.734,144.9728,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,1172000.0,,,,,3058.0,,,,425.0,Moreland,-37.7302,144.9816,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,530000.0,,,,,3058.0,,,,332.0,Moreland,-37.7187,144.9564,,,3058.0,133.0,103.10526315789474
Coburg North,,,t,570000.0,,,,,3058.0,,,,186.0,Moreland,-37.7263,144.9843,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,2000000.0,,,,,3058.0,,,,973.0,Moreland,-37.7284,144.9843,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,650000.0,,,,,3058.0,,,,407.0,Darebin,-37.7351,144.9833,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,792000.0,,,,,3058.0,,,,320.0,Moreland,-37.7242,144.9612,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,720000.0,,,,,3058.0,,,,499.0,Moreland,-37.7236,144.9576,,,3058.0,133.0,103.10526315789474
Coburg North,,,h,970000.0,,,,,3058.0,,,,575.0,Moreland,-37.7307,144.9704,,,3058.0,133.0,103.10526315789474
Collingwood,,,t,750000.0,,,,,3066.0,,,,115.0,Yarra,-37.7968,144.9891,,,3066.0,297.0,145.989898989899
Collingwood,,,h,890000.0,,,,,3066.0,,,,178.0,Yarra,-37.7974,144.9915,,,3066.0,297.0,145.989898989899
Collingwood,,,u,1260000.0,,,,,3066.0,,,,0.0,Yarra,-37.8042,144.9845,,,3066.0,297.0,145.989898989899
Collingwood,,,u,855000.0,,,,,3066.0,,,,,Yarra,-37.8042,144.9845,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1260000.0,,,,,3066.0,,,,167.0,Yarra,-37.7962,144.9866,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1320000.0,,,,,3066.0,,,,0.0,Yarra,-37.7969,144.9885,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1430000.0,,,,,3066.0,,,,231.0,Yarra,-37.7969,144.9905,,,3066.0,297.0,145.989898989899
Collingwood,,,t,1125000.0,,,,,3066.0,,,,0.0,Yarra,-37.8083,144.9908,,,3066.0,297.0,145.989898989899
Collingwood,,,u,950000.0,,,,,3066.0,,,,,Yarra,-37.8035,144.985,,,3066.0,297.0,145.989898989899
Collingwood,,,u,910000.0,,,,,3066.0,,,,0.0,Yarra,-37.8035,144.985,,,3066.0,297.0,145.989898989899
Collingwood,,,u,452000.0,,,,,3066.0,,,,816.0,Yarra,-37.802,144.9848,,,3066.0,297.0,145.989898989899
Collingwood,,,u,440000.0,,,,,3066.0,,,,,Yarra,-37.802,144.9854,,,3066.0,297.0,145.989898989899
Collingwood,,,u,415000.0,,,,,3066.0,,,,,Yarra,-37.809,144.9911,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1015000.0,,,,,3066.0,,,,117.0,Yarra,-37.7948,144.9861,,,3066.0,297.0,145.989898989899
Collingwood,,,u,372000.0,,,,,3066.0,,,,0.0,Yarra,-37.809,144.9911,,,3066.0,297.0,145.989898989899
Collingwood,,,u,1326000.0,,,,,3066.0,,,,0.0,Yarra,-37.8032,144.9842,,,3066.0,297.0,145.989898989899
Collingwood,,,t,910000.0,,,,,3066.0,,,,171.0,Yarra,-37.8006,144.9925,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1230000.0,,,,,3066.0,,,,0.0,Yarra,-37.8042,144.9845,,,3066.0,297.0,145.989898989899
Collingwood,,,h,855000.0,,,,,3066.0,,,,130.0,Yarra,-37.7953,144.9882,,,3066.0,297.0,145.989898989899
Collingwood,,,u,457000.0,,,,,3066.0,,,,406.0,Yarra,-37.796,144.9911,,,3066.0,297.0,145.989898989899
Collingwood,,,t,897500.0,,,,,3066.0,,,,82.0,Yarra,-37.7961,144.9873,,,3066.0,297.0,145.989898989899
Collingwood,,,u,865000.0,,,,,3066.0,,,,0.0,Yarra,-37.8035,144.985,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1265000.0,,,,,3066.0,,,,282.0,Yarra,-37.7985,144.9883,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1260000.0,,,,,3066.0,,,,116.0,Yarra,-37.8067,144.984,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1075000.0,,,,,3066.0,,,,183.0,Yarra,-37.7948,144.9875,,,3066.0,297.0,145.989898989899
Collingwood,,,u,1470000.0,,,,,3066.0,,,,0.0,Yarra,-37.8037,144.9846,,,3066.0,297.0,145.989898989899
Collingwood,,,u,366000.0,,,,,3066.0,,,,0.0,Yarra,-37.796,144.9911,,,3066.0,297.0,145.989898989899
Collingwood,,,u,461000.0,,,,,3066.0,,,,0.0,Yarra,-37.8035,144.985,,,3066.0,297.0,145.989898989899
Collingwood,,,h,981000.0,,,,,3066.0,,,,188.0,Yarra,-37.7964,144.9923,,,3066.0,297.0,145.989898989899
Collingwood,,,u,683000.0,,,,,3066.0,,,,0.0,Yarra,-37.8035,144.985,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1470000.0,,,,,3066.0,,,,150.0,Yarra,-37.7968,144.9924,,,3066.0,297.0,145.989898989899
Collingwood,,,h,670000.0,,,,,3066.0,,,,118.0,Yarra,-37.7976,144.993,,,3066.0,297.0,145.989898989899
Collingwood,,,u,430000.0,,,,,3066.0,,,,0.0,Yarra,-37.8019,144.9845,,,3066.0,297.0,145.989898989899
Collingwood,,,u,515000.0,,,,,3066.0,,,,816.0,Yarra,-37.802,144.9848,,,3066.0,297.0,145.989898989899
Collingwood,,,h,1000000.0,,,,,3066.0,,,,159.0,Yarra,-37.7962,144.9887,,,3066.0,297.0,145.989898989899
Collingwood,,,t,887500.0,,,,,3066.0,,,,81.0,Yarra,-37.7961,144.9874,,,3066.0,297.0,145.989898989899
Collingwood,,,u,713500.0,,,,,3066.0,,,,1060.0,Yarra,-37.7954,144.9868,,,3066.0,297.0,145.989898989899
Collingwood,,,u,1500000.0,,,,,3066.0,,,,0.0,Yarra,-37.8042,144.9845,,,3066.0,297.0,145.989898989899
Collingwood,,,u,672000.0,,,,,3066.0,,,,0.0,Yarra,-37.8046,144.984,,,3066.0,297.0,145.989898989899
Collingwood,,,u,1215000.0,,,,,3066.0,,,,0.0,Yarra,-37.8035,144.985,,,3066.0,297.0,145.989898989899
Collingwood,,,u,800000.0,,,,,3066.0,,,,0.0,Yarra,-37.8026,144.9848,,,3066.0,297.0,145.989898989899
Collingwood,,,u,1645000.0,,,,,3066.0,,,,0.0,Yarra,-37.8046,144.9858,,,3066.0,297.0,145.989898989899
Collingwood,,,u,450000.0,,,,,3066.0,,,,0.0,Yarra,-37.7988,144.9912,,,3066.0,297.0,145.989898989899
Collingwood,,,u,860000.0,,,,,3066.0,,,,0.0,Yarra,-37.8035,144.985,,,3066.0,297.0,145.989898989899
Doncaster,,,h,1924500.0,,,,,3108.0,,,,1157.0,Manningham,-37.7779,145.127,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,492500.0,,,,,3108.0,,,,65.0,Manningham,-37.7887,145.1438,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1403000.0,,,,,3108.0,,,,727.0,Manningham,-37.7942,145.1218,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1408000.0,,,,,3108.0,,,,725.0,Manningham,-37.7891,145.1073,,,3108.0,141.0,128.82978723404256
Doncaster,,,t,855000.0,,,,,3108.0,,,,242.0,Manningham,-37.7915,145.1258,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1450000.0,,,,,3108.0,,,,638.0,Manningham,-37.7912,145.1248,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1461800.0,,,,,3108.0,,,,660.0,Manningham,-37.7791,145.1328,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1396000.0,,,,,3108.0,,,,658.0,Manningham,-37.7827,145.1358,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1535000.0,,,,,3108.0,,,,681.0,Manningham,-37.7722,145.1309,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1125000.0,,,,,3108.0,,,,819.0,Manningham,-37.781,145.1036,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,700000.0,,,,,3108.0,,,,0.0,Manningham,-37.7862,145.1235,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1152000.0,,,,,3108.0,,,,336.0,Manningham,-37.794,145.1178,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1868000.0,,,,,3108.0,,,,925.0,Manningham,-37.7869,145.1183,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,920000.0,,,,,3108.0,,,,655.0,Manningham,-37.7798,145.1319,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1050000.0,,,,,3108.0,,,,317.0,Manningham,-37.7815,145.1279,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,910000.0,,,,,3108.0,,,,299.0,Manningham,-37.7929,145.1338,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1850000.0,,,,,3108.0,,,,1073.0,Manningham,-37.7772,145.1157,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1225000.0,,,,,3108.0,,,,740.0,Manningham,-37.7912,145.1127,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1316000.0,,,,,3108.0,,,,716.0,Manningham,-37.778,145.1173,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,400000.0,,,,,3108.0,,,,0.0,Manningham,-37.7868,145.1223,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1400000.0,,,,,3108.0,,,,656.0,Manningham,-37.7752,145.1317,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,2168000.0,,,,,3108.0,,,,669.0,Manningham,-37.7808,145.1185,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1430000.0,,,,,3108.0,,,,655.0,Manningham,-37.782,145.1194,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1250000.0,,,,,3108.0,,,,780.0,Manningham,-37.7955,145.139,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,772000.0,,,,,3108.0,,,,203.0,Manningham,-37.7776,145.1267,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,2000000.0,,,,,3108.0,,,,507.0,Manningham,-37.7738,145.1308,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1300000.0,,,,,3108.0,,,,657.0,Manningham,-37.7946,145.1375,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1468000.0,,,,,3108.0,,,,806.0,Manningham,-37.7939,145.1392,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1275000.0,,,,,3108.0,,,,720.0,Manningham,-37.79,145.1309,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1200000.0,,,,,3108.0,,,,657.0,Manningham,-37.7856,145.1374,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,655000.0,,,,,3108.0,,,,0.0,Manningham,-37.7826,145.1274,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1310000.0,,,,,3108.0,,,,1157.0,Manningham,-37.7934,145.1336,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,753000.0,,,,,3108.0,,,,241.0,Manningham,-37.7743,145.1093,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1250000.0,,,,,3108.0,,,,767.0,Manningham,-37.7735,145.1044,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1140000.0,,,,,3108.0,,,,679.0,Manningham,-37.7915,145.1224,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1180000.0,,,,,3108.0,,,,657.0,Manningham,-37.7807,145.1193,,,3108.0,141.0,128.82978723404256
Doncaster,,,t,746000.0,,,,,3108.0,,,,118.0,Manningham,-37.7863,145.106,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1485000.0,,,,,3108.0,,,,731.0,Manningham,-37.7892,145.131,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1190000.0,,,,,3108.0,,,,658.0,Manningham,-37.7816,145.1066,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,900000.0,,,,,3108.0,,,,366.0,Manningham,-37.792,145.1077,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1250000.0,,,,,3108.0,,,,728.0,Manningham,-37.7813,145.1318,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1030000.0,,,,,3108.0,,,,827.0,Manningham,-37.7848,145.1029,,,3108.0,141.0,128.82978723404256
Doncaster,,,t,985000.0,,,,,3108.0,,,,182.0,Manningham,-37.7888,145.138,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1300000.0,,,,,3108.0,,,,651.0,Manningham,-37.7827,145.1051,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,522500.0,,,,,3108.0,,,,145.0,Manningham,-37.7874,145.1043,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1510000.0,,,,,3108.0,,,,659.0,Manningham,-37.7903,145.1107,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1460000.0,,,,,3108.0,,,,840.0,Manningham,-37.78,145.1145,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,958000.0,,,,,3108.0,,,,0.0,Manningham,-37.7814,145.1273,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1462500.0,,,,,3108.0,,,,654.0,Manningham,-37.7795,145.1294,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1430000.0,,,,,3108.0,,,,811.0,Manningham,-37.7927,145.1386,,,3108.0,141.0,128.82978723404256
Doncaster,,,t,1350000.0,,,,,3108.0,,,,711.0,Manningham,-37.7887,145.1086,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1250000.0,,,,,3108.0,,,,900.0,Manningham,-37.7902,145.1344,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1460800.0,,,,,3108.0,,,,654.0,Manningham,-37.7856,145.1088,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1152500.0,,,,,3108.0,,,,648.0,Manningham,-37.7798,145.1368,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1650000.0,,,,,3108.0,,,,500.0,Manningham,-37.7863,145.1105,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1474000.0,,,,,3108.0,,,,753.0,Manningham,-37.7753,145.1114,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,800000.0,,,,,3108.0,,,,267.0,Manningham,-37.7882,145.1315,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1391000.0,,,,,3108.0,,,,764.0,Manningham,-37.7934,145.1207,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,452000.0,,,,,3108.0,,,,67.0,Manningham,-37.7887,145.1436,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1322000.0,,,,,3108.0,,,,729.0,Manningham,-37.7932,145.1123,,,3108.0,141.0,128.82978723404256
Doncaster,,,t,1102200.0,,,,,3108.0,,,,233.0,Manningham,-37.7881,145.1371,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1401000.0,,,,,3108.0,,,,650.0,Manningham,-37.7785,145.1212,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1782000.0,,,,,3108.0,,,,586.0,Manningham,-37.7739,145.1287,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,735000.0,,,,,3108.0,,,,302.0,Manningham,-37.7809,145.1061,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1520000.0,,,,,3108.0,,,,657.0,Manningham,-37.7954,145.1379,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,990000.0,,,,,3108.0,,,,746.0,Manningham,-37.7933,145.1417,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1020000.0,,,,,3108.0,,,,725.0,Manningham,-37.7945,145.1172,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,878000.0,,,,,3108.0,,,,0.0,Manningham,-37.7901,145.1341,,,3108.0,141.0,128.82978723404256
Doncaster,,,t,973500.0,,,,,3108.0,,,,234.0,Manningham,-37.7932,145.1275,,,3108.0,141.0,128.82978723404256
Doncaster,,,u,751800.0,,,,,3108.0,,,,109.0,Manningham,-37.7749,145.1138,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1100000.0,,,,,3108.0,,,,771.0,Manningham,-37.7765,145.11700000000005,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1202000.0,,,,,3108.0,,,,649.0,Manningham,-37.7794,145.1224,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1362000.0,,,,,3108.0,,,,798.0,Manningham,-37.7894,145.1333,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,1810000.0,,,,,3108.0,,,,769.0,Manningham,-37.7781,145.1337,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,826000.0,,,,,3108.0,,,,192.0,Manningham,-37.7837,145.1027,,,3108.0,141.0,128.82978723404256
Doncaster,,,h,900000.0,,,,,3108.0,,,,385.0,Manningham,-37.7774,145.1205,,,3108.0,141.0,128.82978723404256
Doncaster,,,t,888000.0,,,,,3108.0,,,,192.0,Manningham,-37.7942,145.1256,,,3108.0,141.0,128.82978723404256
Eaglemont,,,h,1901000.0,,,,,3084.0,,,,963.0,Banyule,-37.7674,145.0518,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,1650000.0,,,,,3084.0,,,,724.0,Banyule,-37.7594,145.0594,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,1816000.0,,,,,3084.0,,,,846.0,Banyule,-37.7666,145.0591,,,3084.0,72.0,127.20833333333333
Eaglemont,,,u,525000.0,,,,,3084.0,,,,79.0,Banyule,-37.7612,145.0663,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,2050000.0,,,,,3084.0,,,,723.0,Banyule,-37.7615,145.0705,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,1930000.0,,,,,3084.0,,,,939.0,Banyule,-37.7659,145.0585,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,,,,,,3084.0,,,,,Banyule,-37.7676,145.0597,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,,,,,,3084.0,,,,871.0,Banyule,-37.7612,145.0676,,,3084.0,72.0,127.20833333333333
Eaglemont,,,u,600000.0,,,,,3084.0,,,,112.0,Banyule,-37.7669,145.0521,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,1601000.0,,,,,3084.0,,,,872.0,Banyule,-37.7618,145.0649,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,1100000.0,,,,,3084.0,,,,555.0,Banyule,-37.7585,145.0568,,,3084.0,72.0,127.20833333333333
Eaglemont,,,h,,,,,,3084.0,,,,,Banyule,-37.769,145.0616,,,3084.0,72.0,127.20833333333333
Eaglemont,,,u,1190000.0,,,,,3084.0,,,,0.0,Banyule,-37.7623,145.0569,,,3084.0,72.0,127.20833333333333
